"contracted","count_contr","elliptical_rate","origin","len.text"
"[""won't""]",9e-04,0,"scientific",1126
"['and so on']",3e-04,0,"scientific",3771
"['and so on']",1e-04,0,"scientific",9248
"['and so on']",6e-04,0,"scientific",1653
"['and so on']",0,0,"scientific",79874
"['and so on', 'and so on']",2e-04,0,"scientific",8847
"['and so on', 'and so on']",3e-04,0,"scientific",7479
"['and so on']",5e-04,0,"scientific",2006
"['and so on']",2e-04,0,"scientific",4994
"[""isn't""]",8e-04,0,"scientific",1226
"[""won't""]",0.0011,0,"scientific",899
"[""won't""]",2e-04,0,"scientific",5296
"[' gonna ']",3e-04,0,"scientific",3320
"['and so on', 'and so on']",9e-04,0,"scientific",2265
"['and so on', 'and so on', 'China virus']",3e-04,0,"scientific",9433
"['and so on', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ']",0.0066,0,"scientific",2490
"['and so on']",4e-04,0,"scientific",2594
"['and so on']",2e-04,0,"scientific",4654
"['and so on']",5e-04,0,"scientific",1890
"['and so on']",3e-04,0,"scientific",2785
"['and so on', 'and so on', 'and so on', ' corona ']",8e-04,0,"scientific",4961
"['and so on', 'and so on']",3e-04,0,"scientific",7837
"['and so on']",2e-04,0,"scientific",5244
"[""aren't""]",0.001,0,"scientific",1031
"[""won't""]",3e-04,0,"scientific",3667
"['and so on', '“corona”', ' Corona ']",7e-04,0,"scientific",4109
"['and so on']",3e-04,0,"scientific",3296
"[""can't"", ""shouldn't""]",0,0,"scientific",87293
"[""hasn't"", ""isn't""]",7e-04,0,"scientific",2983
"['and so on', 'and so on', 'and so on']",5e-04,0,"scientific",5298
"['Boomer remover']",9e-04,0,"scientific",1169
"['and so on']",1e-04,0,"scientific",6870
"['and so on']",2e-04,0,"scientific",4830
"['and so on']",3e-04,0,"scientific",3496
"[""isn't""]",2e-04,0,"scientific",4929
"[""haven't""]",2e-04,0,"scientific",4665
"['and so on']",4e-04,0,"scientific",2455
"['and so on', 'and so on']",7e-04,0,"scientific",3003
"['and so on']",2e-04,0,"scientific",5172
"['and so on', 'and so on', 'and so on', 'and so on', 'and so on', 'and so on', 'and so on', 'Kung Flu', 'China Virus', ' corona ']",7e-04,0,"scientific",14326
"['and so on']",2e-04,0,"scientific",4158
"['and so on', 'and so on']",4e-04,0,"scientific",5220
"['and so on']",2e-04,0,"scientific",5783
"['and so on']",1e-04,0,"scientific",8968
"['and so on']",6e-04,0,"scientific",1785
"['and so on', ' Corona ']",0.0019,0,"scientific",1072
"['and so on', ' Corona ']",4e-04,0,"scientific",4527
"['and so on']",2e-04,0,"scientific",4594
"['and so on']",1e-04,0,"scientific",7564
"[""aren't"", ""can't"", ""isn't"", ""isn't""]",9e-04,0,"scientific",4257
"['and so on', 'and so on']",4e-04,0,"scientific",5007
"['and so on', 'and so on', 'and so on', 'and so on']",8e-04,0,"scientific",4946
"['and so on']",2e-04,0,"scientific",4319
"[""won't""]",1e-04,0,"scientific",15205
"['and so on']",3e-04,0,"scientific",2924
"['and so on', 'and so on', 'and so on', 'and so on']",3e-04,0,"scientific",13260
"['and so on']",9e-04,0,"scientific",1081
"['and so on']",4e-04,0,"scientific",2336
"['and so on', 'and so on', 'and so on']",5e-04,0,"scientific",6175
"['and so on']",3e-04,0,"scientific",3583
"[""can't""]",0,0,"scientific",27566
"['and so on']",4e-04,0,"scientific",2626
"['and so on']",1e-04,0,"scientific",7146
"[""aren't"", ' Corona ', ' corona ', ' corona ', ' corona ']",6e-04,0,"scientific",8041
"['and so on', 'and so on']",2e-04,0,"scientific",11353
"[""Shouldn't""]",0,0,"scientific",21600
"['and so on']",2e-04,0,"scientific",4351
"['and so on']",1e-04,0,"scientific",11143
"['and so on']",3e-04,0,"scientific",2903
"['and so on']",2e-04,0,"scientific",6207
"['and so on', 'and so on', ' corona ']",4e-04,0,"scientific",6867
"['and so on', '”Corona ']",3e-04,0,"scientific",7043
"[""shouldn't""]",5e-04,0,"scientific",2036
"['and so on']",1e-04,0,"scientific",9813
"['and so on']",4e-04,0,"scientific",2487
"[""isn't""]",7e-04,0,"scientific",1450
"[""aren't""]",2e-04,0,"scientific",6021
"['and so on']",1e-04,7.13521227256511e-05,"scientific",13996
"['and so on']",4e-04,0,"scientific",2813
"['and so on']",3e-04,0,"scientific",2964
"[""shouldn't""]",4e-04,0,"scientific",2254
"['and so on']",1e-04,0,"scientific",6749
"['and so on']",1e-04,0,"scientific",6960
"['and so on', 'and so on']",5e-04,0,"scientific",3722
"['and so on', ' Corona ']",2e-04,0,"scientific",12491
"['and so on']",4e-04,0,"scientific",2598
"[""can't""]",0,0,"scientific",38484
"['and so on']",2e-04,0,"scientific",4896
"['and so on']",2e-04,0,"scientific",5778
"['and so on']",2e-04,0,"scientific",4603
"['and so on']",3e-04,0,"scientific",3121
"['and so on']",1e-04,0,"scientific",7163
"['and so on']",2e-04,0,"scientific",4770
"['and so on']",3e-04,0,"scientific",2998
"['and so on']",2e-04,0,"scientific",4034
"['and so on']",2e-04,0,"scientific",5102
"['and so on']",1e-04,0,"scientific",10685
"['and so on']",2e-04,0,"scientific",4672
"['and so on']",4e-04,0,"scientific",2333
"['and so on']",4e-04,0,"scientific",2482
"['and so on']",1e-04,0,"scientific",6946
"['and so on']",2e-04,0,"scientific",6452
"['and so on']",1e-04,0,"scientific",7836
"['and so on', 'and so on', 'and so on', 'and so on']",0.0012,0,"scientific",3429
"[""can't""]",2e-04,0,"scientific",4023
"['and so on']",3e-04,0,"scientific",3104
"[""can't""]",3e-04,0,"scientific",2992
"['and so on']",6e-04,0,"scientific",1760
"['and so on', 'and so on']",5e-04,0,"scientific",3986
"['and so on']",1e-04,0,"scientific",8475
"[""can't""]",1e-04,0,"scientific",8163
"['and so on']",2e-04,0,"scientific",4942
"['kung flu']",1e-04,0,"scientific",8174
"[""can't""]",2e-04,0,"scientific",5456
"['and so on']",2e-04,0,"scientific",6429
"[""can't""]",2e-04,0,"scientific",4881
"['and so on']",3e-04,0,"scientific",3857
"[""can't"", ' Corona ']",5e-04,0,"scientific",3859
"['and so on', 'and so on', 'and so on', 'and so on', 'and so on', ""can't""]",0.0013,0,"scientific",4499
"[""can't"", ""won't""]",4e-04,0,"scientific",5019
"['and so on']",2e-04,0,"scientific",4057
"['and so on']",2e-04,0,"scientific",4609
"[""isn't""]",3e-04,0,"scientific",3322
"[""aren't""]",2e-04,0,"scientific",5982
"['and so on']",2e-04,0,"scientific",5375
"['and so on']",3e-04,0,"scientific",3738
"[""can't"", ""can't"", ""can't"", '“Corona ']",0.0012,0,"scientific",3407
"['and so on']",3e-04,0,"scientific",3789
"['and so on']",3e-04,0,"scientific",3111
"['and so on', 'and so on']",5e-04,0,"scientific",4256
"['Kung Flu']",2e-04,0,"scientific",5245
"['and so on']",1e-04,0,"scientific",9181
"['and so on', '-corona ', '-corona ', '-corona ', '-corona ']",0.0011,0,"scientific",4695
"['and so on', '‘Corona,']",2e-04,0,"scientific",8288
"['and so on']",1e-04,0.000110204981265153,"scientific",8039
"[""can't"", ""won't""]",0.0016,0,"scientific",1222
"['and so on', 'and so on', 'and so on']",9e-04,0,"scientific",3266
"[""can't""]",1e-04,0,"scientific",9345
"['and so on']",1e-04,9.63205548063957e-05,"scientific",10385
"['and so on']",5e-04,0,"scientific",2092
"[""shouldn't""]",2e-04,0,"scientific",4373
"['and so on', 'and so on']",0.0014,0,"scientific",1430
"['and so on']",6e-04,0,"scientific",1565
"['Boomer remover']",9e-04,0,"scientific",1138
"[""can't""]",2e-04,0,"scientific",6401
"[""isn't""]",2e-04,0,"scientific",5326
"['and so on']",2e-04,0,"scientific",4885
"['and so on', 'and so on', 'and so on', ' Corona ']",0.0014,0,"scientific",2858
"['and so on']",5e-04,0,"scientific",2088
"[""hasn't""]",7e-04,0,"scientific",1526
"['and so on']",2e-04,0,"scientific",5907
"['and so on']",2e-04,0,"scientific",4118
"['and so on']",2e-04,0,"scientific",4367
"['and so on', 'and so on', 'and so on']",9e-04,0,"scientific",3261
"['and so on']",4e-04,0,"scientific",2443
"[""can't"", ""won't"", ""won't"", ""won't"", ' corona ']",0.0011,0,"scientific",4493
"['and so on']",1e-04,0,"scientific",8416
"['and so on']",5e-04,0,"scientific",1979
"['and so on', '–CORONA ']",6e-04,0,"scientific",3595
"['and so on']",4e-04,0,"scientific",2609
"['and so on', 'and so on', ' corona ']",6e-04,0,"scientific",5016
"[""won't"", ""won't""]",0.0014,0,"scientific",1407
"['and so on']",1e-04,0,"scientific",13207
"['and so on']",1e-04,0,"scientific",10970
"['and so on']",1e-04,0,"scientific",6710
"['and so on', 'and so on', 'and so on', 'and so on', 'and so on']",5e-04,0,"scientific",9557
"[""can't"", ' corona ', ' Corona.', ' corona.']",8e-04,0,"scientific",5037
"[""isn't""]",3e-04,0,"scientific",2949
"['and so on', 'and so on']",6e-04,0,"scientific",3079
"[""can't""]",6e-04,0,"scientific",1743
"['and so on', '/corona.']",0.0015,0,"scientific",1335
"[""aren't"", ' corona ']",6e-04,0,"scientific",3049
"['and so on']",1e-04,0,"scientific",7330
"['and so on', 'and so on']",2e-04,0,"scientific",11101
"['and so on', 'and so on', 'and so on', 'and so on', 'and so on']",0.0015,0,"scientific",3396
"['and so on']",1e-04,0,"scientific",10193
"[""can't""]",9e-04,0,"scientific",1068
"['and so on']",2e-04,0,"scientific",5981
"[""can't""]",1e-04,0,"scientific",16084
"['and so on', 'and so on', 'and so on', 'and so on', ""aren't"", ""isn't"", ' Corona ']",7e-04,0,"scientific",10298
"['and so on']",2e-04,0,"scientific",6608
"['and so on']",4e-04,0,"scientific",2141
"['and so on']",3e-04,0,"scientific",3204
"['and so on', 'and so on']",3e-04,0,"scientific",6687
"['and so on']",4e-04,0,"scientific",2604
"[""isn't""]",0.001,0,"scientific",978
"['and so on']",8e-04,0,"scientific",1281
"['and so on']",2e-04,0,"scientific",4193
"['and so on']",2e-04,0,"scientific",5504
"['and so on']",3e-04,0,"scientific",3396
"['and so on']",4e-04,0,"scientific",2384
"['and so on', 'and so on']",2e-04,0,"scientific",12154
"['and so on']",1e-04,0,"scientific",10098
"['and so on']",2e-04,0,"scientific",4990
"['and so on']",5e-04,0,"scientific",2040
"[""can't""]",2e-04,0,"scientific",4016
"['and so on']",2e-04,0,"scientific",4837
"['and so on', '-Corona ']",3e-04,0,"scientific",7803
"['and so on']",5e-04,0,"scientific",2147
"[""won't""]",5e-04,0,"scientific",2041
"['and so on']",1e-04,0,"scientific",7448
"['China Virus']",3e-04,0,"scientific",2948
"['and so on']",2e-04,0,"scientific",4584
"['and so on']",1e-04,0,"scientific",8024
"['and so on']",1e-04,0,"scientific",10137
"['and so on', 'and so on']",0.0043,0,"scientific",461
"['and so on', 'and so on', 'and so on', 'and so on']",1e-04,0,"scientific",73237
"['and so on', 'and so on', 'and so on', 'and so on']",2e-04,0,"scientific",17999
"['and so on']",3e-04,0,"scientific",2876
"['and so on', 'and so on']",0.001,0,"scientific",2040
"['and so on']",3e-04,0,"scientific",3303
"['and so on']",2e-04,0,"scientific",5150
"['and so on', ' corona ']",4e-04,0,"scientific",4740
"['and so on']",3e-04,0,"scientific",3626
"['and so on']",2e-04,0,"scientific",5429
"['and so on', 'and so on']",7e-04,0,"scientific",3007
"['and so on']",1e-04,0,"scientific",9705
"['and so on']",2e-04,0,"scientific",5972
"['and so on']",0.0012,0,"scientific",868
"['and so on']",3e-04,0,"scientific",3269
"[""shouldn't""]",8e-04,0,"scientific",1316
"['and so on']",1e-04,0,"scientific",7894
"[""hasn't"", ""hasn't"", ""hasn't""]",3e-04,9.70214417386242e-05,"scientific",10307
"[""can't""]",5e-04,0,"scientific",1817
"['asian virus']",3e-04,0,"scientific",2917
"['and so on']",1e-04,0,"scientific",10350
"['and so on']",2e-04,0,"scientific",5726
"['and so on']",2e-04,0,"scientific",5357
"['and so on']",2e-04,0,"scientific",4015
"[""aren't"", ""can't"", ""isn't""]",4e-04,0,"scientific",7533
"[""can't""]",1e-04,0,"scientific",9787
"['and so on']",3e-04,0,"scientific",3555
"[""can't""]",2e-04,0,"scientific",4067
"[""can't"", ""isn't""]",3e-04,0,"scientific",6743
"['and so on', ' corona ']",6e-04,0,"scientific",3321
"['and so on']",2e-04,0,"scientific",4849
"['and so on']",1e-04,0,"scientific",10728
"['and so on', 'and so on']",1e-04,0,"scientific",17980
"['and so on']",1e-04,0,"scientific",4882
"['and so on']",2e-04,0,"scientific",4617
"[""can't""]",4e-04,0,"scientific",2329
"[""can't"", ""won't""]",1e-04,0,"scientific",14950
"['and so on']",0,0,"scientific",111360
"['and so on']",3e-04,0,"scientific",2951
"['and so on', 'and so on']",8e-04,0,"scientific",2583
"[""can't"", ""can't""]",5e-04,0,"scientific",4241
"['and so on']",3e-04,0,"scientific",3282
"['and so on']",3e-04,0,"scientific",3285
"['and so on', 'and so on']",2e-04,0,"scientific",10466
"['and so on', 'and so on']",6e-04,0,"scientific",3550
"[""isn't""]",2e-04,0,"scientific",6225
"['and so on']",1e-04,0,"scientific",9275
"['and so on']",3e-04,0,"scientific",3523
"['and so on', 'and so on']",5e-04,0,"scientific",4432
"['and so on']",1e-04,0,"scientific",7153
"[""can't""]",1e-04,0,"scientific",19960
"[""can't""]",1e-04,0,"scientific",6282
"['and so on']",2e-04,0.00024770869457518,"scientific",4037
"['and so on', 'and so on']",2e-04,0,"scientific",9979
"['and so on', ' corona ']",2e-04,0,"scientific",12010
"['and so on']",1e-04,0,"scientific",10749
"[""can't"", ""can't"", ""can't""]",3e-04,0,"scientific",9400
"['and so on']",4e-04,0,"scientific",2674
"['and so on', 'and so on']",2e-04,0,"scientific",11912
"['and so on']",3e-04,0,"scientific",3005
"['and so on']",2e-04,0,"scientific",6026
"[""won't""]",3e-04,0,"scientific",3031
"['and so on']",2e-04,0,"scientific",5627
"['and so on', ' Corona ', ' Corona ', ' corona ']",0.0014,0,"scientific",2916
"['and so on', '“corona”', '/corona.']",0.001,0,"scientific",2869
"['Asian virus']",4e-04,0,"scientific",2243
"['and so on']",0,0,"scientific",32954
"[""haven't""]",5e-04,0,"scientific",2101
"[""can't""]",0,0,"scientific",30430
"[""haven't"", ""haven't""]",7e-04,0,"scientific",2737
"['Asian virus']",2e-04,0,"scientific",4224
"['and so on']",2e-04,0,"scientific",4991
"['and so on']",9e-04,0,"scientific",1098
"['and so on']",1e-04,0,"scientific",8182
"['and so on']",1e-04,0,"scientific",7002
"['and so on']",4e-04,0,"scientific",2290
"['Asian virus']",3e-04,0,"scientific",3816
"[""won't""]",0.0041,0,"scientific",243
"['and so on']",0.0012,0,"scientific",853
"['Asian virus']",2e-04,0,"scientific",5743
"['and so on', ' Corona ', ' Corona ', ""'corona'"", ' corona ', ' corona ']",6e-04,0,"scientific",9326
"['and so on', 'and so on', 'and so on']",3e-04,0,"scientific",8755
"['and so on', 'and so on', 'and so on', ' corona ']",6e-04,0,"scientific",6595
"['and so on']",3e-04,0,"scientific",3393
"['and so on', 'and so on']",4e-04,0,"scientific",5115
"['and so on']",3e-04,0,"scientific",3116
"['and so on']",2e-04,0,"scientific",5295
"['and so on', ""can't""]",6e-04,0,"scientific",3137
"['and so on']",2e-04,0,"scientific",6419
"[""hasn't""]",2e-04,0,"scientific",6128
"['and so on']",4e-04,0,"scientific",2600
"['and so on', ' corona.', ' corona,', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ', ' corona.', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ', ' corona ', ' Corona ', ' corona,']",0.0087,0,"scientific",2363
"['and so on']",2e-04,0,"scientific",5058
"['and so on']",2e-04,0,"scientific",5343
"[""can't"", ""hasn't""]",0.0043,0,"scientific",460
"['and so on']",2e-04,0,"scientific",4203
"['China virus', '-Corona ']",3e-04,0,"scientific",7605
"['and so on']",2e-04,0,"scientific",5969
"['and so on']",2e-04,0,"scientific",3975
"['and so on', 'and so on', 'and so on', 'and so on']",5e-04,0,"scientific",8454
"['and so on']",0.0016,0,"scientific",619
"['Boomer remover']",9e-04,0,"scientific",1166
"['and so on']",2e-04,0.00019739439399921,"scientific",5066
"[""can't""]",1e-04,0,"scientific",7619
"[""hasn't""]",2e-04,0,"scientific",5655
"['and so on']",3e-04,0,"scientific",3005
"['and so on']",3e-04,0,"scientific",3403
"[""hasn't"", 'Kung Flu', ""isn't"", ""isn't"", ' corona ', '-corona ', '“corona ']",7e-04,0,"scientific",10231
"['and so on']",3e-04,0,"scientific",3896
"['and so on']",1e-04,0,"scientific",9734
"['China virus', ' Corona ']",5e-04,0,"scientific",4067
"[""can't"", ""won't"", ""won't""]",7e-04,0,"scientific",4541
"['and so on', 'and so on']",0.0012,0,"scientific",1739
"['and so on', ' corona ']",2e-04,0,"scientific",8511
"['and so on']",2e-04,0,"scientific",5099
"[""shouldn't"", ""isn't""]",0.0012,0,"scientific",1732
"['and so on']",1e-04,0,"scientific",8216
"['and so on', 'and so on']",3e-04,0,"scientific",6098
"['and so on']",7e-04,0,"scientific",1420
"['and so on']",1e-04,0,"scientific",6646
"['and so on', 'and so on', ""haven't""]",3e-04,0,"scientific",10735
"['and so on']",4e-04,0,"scientific",2727
"[""can't""]",4e-04,0,"scientific",2785
"['and so on']",3e-04,0,"scientific",3785
"['and so on', ' corona ']",4e-04,0,"scientific",4981
"['and so on']",4e-04,0,"scientific",2511
"['and so on']",4e-04,0,"scientific",2305
"['and so on']",3e-04,0,"scientific",3377
"[""haven't"", ' Corona ']",0.0013,0,"scientific",1579
"['and so on']",1e-04,0,"scientific",7569
"['and so on', '“corona,']",3e-04,0,"scientific",6382
"['and so on']",0.001,0,"scientific",1018
"[""isn't"", ' corona ']",0.001,0,"scientific",2068
"['and so on', 'and so on', 'and so on', 'and so on']",6e-04,0,"scientific",6274
"[""haven't"", ""hasn't""]",1e-04,0,"scientific",23533
"['and so on']",2e-04,0,"scientific",4059
"['and so on']",2e-04,0,"scientific",5115
"['and so on']",4e-04,0,"scientific",2378
"[""aren't""]",0.001,0,"scientific",1000
"[""won't"", ""isn't""]",3e-04,0,"scientific",6064
"['and so on']",3e-04,0,"scientific",3677
"[""haven't"", ' Corona ']",4e-04,0,"scientific",4472
"['and so on', 'and so on', 'and so on']",5e-04,0,"scientific",6048
"[""can't""]",4e-04,0,"scientific",2561
"['and so on']",7e-04,0,"scientific",1343
"['and so on']",1e-04,0,"scientific",6175
"['and so on']",5e-04,0.000547045951859956,"scientific",1827
"['and so on']",1e-04,0,"scientific",6894
"[""Isn't""]",2e-04,0,"scientific",4123
"['and so on']",2e-04,0,"scientific",4059
"[""aren't"", ""aren't"", ' corona ']",6e-04,0,"scientific",4740
"['and so on']",0.0012,0,"scientific",828
"['and so on', 'and so on', 'and so on', ' corona ', ' corona ', ' corona ', ' corona ']",9e-04,0,"scientific",7413
"['and so on']",1e-04,0,"scientific",8024
"[""can't""]",0.002,0,"scientific",499
"['and so on']",1e-04,0,"scientific",11649
"['and so on']",2e-04,0,"scientific",4760
"['and so on', ""can't"", ""can't""]",5e-04,0,"scientific",5955
"['and so on']",3e-04,0,"scientific",3199
"[""aren't""]",2e-04,0,"scientific",5573
"[""won't""]",8e-04,0,"scientific",1285
"['-rona ']",3e-04,0,"scientific",3165
"[""Aren't"", ""isn't""]",0.002,0,"scientific",987
"['and so on']",3e-04,0,"scientific",3682
"['and so on']",1e-04,0,"scientific",8807
"['and so on']",2e-04,0,"scientific",4265
"['and so on']",3e-04,0,"scientific",3834
"['and so on']",2e-04,0,"scientific",4879
"['and so on']",3e-04,0,"scientific",3979
"['and so on', ' corona ']",7e-04,0,"scientific",2867
"['and so on', 'and so on']",2e-04,0,"scientific",9026
"['and so on']",3e-04,0,"scientific",3183
"['and so on']",3e-04,0,"scientific",2999
"['and so on']",6e-04,0,"scientific",1699
"['and so on']",1e-04,0,"scientific",9996
"['and so on']",2e-04,0,"scientific",6390
"['and so on']",2e-04,0,"scientific",5073
"['and so on']",5e-04,0,"scientific",2133
"['Boomer remover']",9e-04,0,"scientific",1138
"['and so on']",7e-04,0,"scientific",1371
"['and so on', ' corona ']",9e-04,0,"scientific",2148
"['and so on', 'and so on', 'and so on']",4e-04,0,"scientific",8501
"['and so on']",3e-04,0,"scientific",3628
"['and so on', 'and so on']",6e-04,0,"scientific",3224
"['and so on']",2e-04,0,"scientific",6427
"['and so on', 'and so on', 'and so on']",9e-04,0,"scientific",3525
"['and so on']",4e-04,0,"scientific",2328
"['and so on', 'and so on', ' Corona ']",2e-04,0,"scientific",16100
"['and so on']",2e-04,0,"scientific",5232
"['and so on', 'and so on']",8e-04,0,"scientific",2393
"['and so on', 'and so on', 'and so on']",5e-04,0,"scientific",5893
"[""isn't""]",3e-04,0,"scientific",3122
"['and so on']",0.0017,0,"scientific",587
"['and so on']",2e-04,0,"scientific",5909
"[""aren't"", ' corona ', ' corona ', ' corona ', ' Corona ']",7e-04,0,"scientific",6986
"['and so on']",4e-04,0,"scientific",2427
"['and so on']",6e-04,0,"scientific",1604
"[""shouldn't""]",1e-04,0,"scientific",7356
"[""can't""]",4e-04,0,"scientific",2443
"['and so on']",2e-04,0,"scientific",4378
"['and so on', '“corona”', ' corona ']",4e-04,0,"scientific",6852
"['and so on', 'and so on']",2e-04,0,"scientific",9167
"['and so on']",4e-04,0,"scientific",2683
"['and so on']",3e-04,0,"scientific",3679
"['and so on', '“corona”', '“Corona”']",3e-04,0,"scientific",8928
"[""won't""]",3e-04,0,"scientific",3582
"['and so on', 'and so on', 'and so on', 'and so on', 'and so on', 'and so on', ' corona ']",6e-04,0,"scientific",11556
"['and so on', ' corona ']",3e-04,0,"scientific",6322
"[""can't"", ' corona ']",0.0014,0,"scientific",1391
"[""aren't"", ""aren't"", ""can't"", ""can't"", ""can't"", ""can't"", ""can't"", ""haven't"", ""hasn't"", ""won't"", ""isn't"", ""isn't"", ""isn't"", ""isn't""]",0.0029,0,"scientific",4807
"['and so on']",3e-04,0,"scientific",3750
"[""aren't"", ""isn't""]",0.0015,0,"scientific",1355
"['and so on', 'and so on']",0.0011,0,"scientific",1892
"[""isn't""]",4e-04,0,"scientific",2790
"['and so on']",2e-04,0,"scientific",6621
"['and so on']",3e-04,0,"scientific",3698
"['and so on', ' corona ', ' corona ']",7e-04,0,"scientific",4016
"['and so on']",1e-04,0,"scientific",10696
"[""shouldn't"", ""isn't""]",4e-04,0,"scientific",4559
"['and so on']",3e-04,0,"scientific",3365
"['and so on', 'and so on']",4e-04,0,"scientific",5025
"['and so on']",2e-04,0,"scientific",5459
"['and so on']",3e-04,0,"scientific",3097
"['and so on', 'and so on', 'and so on']",5e-04,0,"scientific",5282
"['and so on']",3e-04,0,"scientific",2994
"[""can't""]",4e-04,0,"scientific",2345
"['and so on']",0,0,"scientific",55205
"[""can't""]",2e-04,0,"scientific",5611
"[""haven't"", ""haven't""]",0.0019,0,"scientific",1071
"['and so on']",2e-04,0,"scientific",4782
"['and so on', ' corona ']",4e-04,0,"scientific",4476
"['and so on']",1e-04,0,"scientific",7934
"[""can't""]",3e-04,0,"scientific",3305
"['and so on', 'and so on', 'and so on', 'and so on', 'and so on', 'and so on', ' corona ']",6e-04,0,"scientific",10566
"['and so on']",0,0,"scientific",115359
"[' gonna ']",2e-04,0,"scientific",6126
"['and so on']",3e-04,0,"scientific",3846
"['and so on']",4e-04,0,"scientific",2256
"[""can't"", ""haven't""]",6e-04,0,"scientific",3347
"['and so on', ""can't"", ""isn't"", ""isn't""]",0.0014,0,"scientific",2847
"['and so on']",0.0011,0,"scientific",945
"['and so on', ""can't""]",6e-04,0,"scientific",3093
"['and so on']",3e-04,0,"scientific",3321
"['and so on']",3e-04,0,"scientific",3606
"[""can't"", ' corona ', ' corona ', ' corona ', ' corona ', ' corona.', ' corona ']",0.0014,0,"scientific",4996
"['China virus', ' corona ', ' Corona.']",0.0011,0,"scientific",2805
"[""haven't"", ' corona ', ' Corona ', ' corona ']",0.0036,0,"scientific",1099
"['and so on']",2e-04,0,"scientific",4396
"[""can't"", ""haven't"", ""isn't""]",0.0031,0,"scientific",976
"['and so on']",4e-04,0,"scientific",2773
"['Asian virus', ' corona‐']",1e-04,5.96587519389094e-05,"scientific",16762
"['and so on']",2e-04,0,"scientific",6314
"['and so on']",2e-04,0,"scientific",6160
"['and so on', 'and so on']",2e-04,0,"scientific",10068
"['and so on']",1e-04,0,"scientific",14113
"['and so on']",2e-04,0,"scientific",5785
"[""won't""]",3e-04,0,"scientific",3442
"[""haven't""]",2e-04,0,"scientific",5943
"['and so on']",6e-04,0,"scientific",1556
"['and so on']",1e-04,0,"scientific",10421
"['and so on', 'and so on']",8e-04,0,"scientific",2429
"['and so on']",3e-04,0,"scientific",3245
"['and so on']",1e-04,0,"scientific",10892
"['and so on']",4e-04,0,"scientific",2540
"[""isn't""]",2e-04,0,"scientific",4193
"['and so on', 'and so on']",0.0015,0,"scientific",1319
"['and so on']",5e-04,0,"scientific",1828
"['and so on', 'and so on', 'and so on']",5e-04,0,"scientific",5640
"['and so on']",3e-04,0,"scientific",3661
"['and so on']",2e-04,0,"scientific",4786
"['and so on', 'and so on', 'and so on']",5e-04,0,"scientific",6466
"['and so on', 'and so on', 'and so on']",4e-04,0,"scientific",7871
"['and so on', 'and so on', 'and so on']",4e-04,0,"scientific",7001
"['and so on']",2e-04,0,"scientific",5837
"['and so on']",1e-04,0,"scientific",10657
"['and so on']",3e-04,0,"scientific",3878
"['and so on']",2e-04,0,"scientific",4269
"[""isn't""]",3e-04,0,"scientific",3089
"['and so on', 'and so on', 'and so on', ' corona ']",6e-04,0,"scientific",6704
"['and so on']",3e-04,0,"scientific",3832
"['Kung Flu']",3e-04,0,"scientific",3843
"['and so on']",1e-04,0,"scientific",12520
"['and so on', 'and so on']",6e-04,0,"scientific",3470
"['and so on']",4e-04,0,"scientific",2290
"['and so on', 'and so on']",6e-04,0,"scientific",3441
"['and so on']",2e-04,0,"scientific",5580
"[""can't""]",4e-04,0,"scientific",2723
"['and so on']",4e-04,0,"scientific",2810
"['and so on', 'and so on']",5e-04,0,"scientific",4092
"['and so on']",2e-04,0,"scientific",4386
"['and so on']",2e-04,0,"scientific",4534
"[""Shouldn't""]",7e-04,0,"scientific",1486
"['and so on']",2e-04,0,"scientific",6456
"[""shouldn't""]",2e-04,0,"scientific",6170
"['and so on']",2e-04,0,"scientific",5540
"[""can't""]",1e-04,0,"scientific",6884
"['“Rona”']",7e-04,0,"scientific",1403
"['and so on', ' corona ']",1e-04,0,"scientific",13830
"[""won't"", ""won't""]",3e-04,0,"scientific",7422
"['and so on', 'and so on', 'and so on']",5e-04,0,"scientific",5748
"['and so on', 'and so on']",6e-04,0,"scientific",3357
"['and so on', 'and so on', 'and so on']",3e-04,0,"scientific",11608
"['and so on']",2e-04,0,"scientific",5720
"['and so on']",2e-04,0,"scientific",6093
"['and so on']",6e-04,0,"scientific",1545
"['and so on']",1e-04,0,"scientific",12052
"['and so on']",2e-04,0,"scientific",4304
"['and so on', 'and so on']",3e-04,0,"scientific",5926
"[""shouldn't"", ' corona ', ' corona ', ' corona ']",0.0015,0,"scientific",2748
"['China virus', 'China virus']",4e-04,0,"scientific",4640
"['and so on', 'and so on']",3e-04,0,"scientific",6050
"['and so on']",1e-04,0,"scientific",9965
"['and so on']",5e-04,0,"scientific",2149
"['and so on', ' Corona ', ' Corona ', ' Corona ', ' Corona ', ' Corona ']",7e-04,0,"scientific",8872
"['and so on']",2e-04,0,"scientific",5492
"['and so on', 'and so on', 'and so on', 'and so on', 'and so on', ' corona ']",8e-04,0,"scientific",7662
"['China virus', '‘Corona ', '‘Corona ']",5e-04,0,"scientific",6166
